"PSComputerName","__GENUS","__CLASS","__SUPERCLASS","__DYNASTY","__RELPATH","__PROPERTY_COUNT","__DERIVATION","__SERVER","__NAMESPACE","__PATH","AssignmentType","Caption","Description","ElementName","HelpLink","HelpTelephone","IdentifyingNumber","InstallDate","InstallDate2","InstallLocation","InstallSource","InstallState","InstanceID","Language","LocalPackage","Name","PackageCache","PackageCode","PackageName","ProductID","RegCompany","RegOwner","SKUNumber","Transforms","URLInfoAbout","URLUpdateInfo","Vendor","Version","WarrantyDuration","WarrantyStartDate","WordCount"
"MENONW10W","2","Win32_Product","CIM_Product","CIM_ManagedElement","Win32_Product.IdentifyingNumber=""{D14D7A0E-6D25-4D83-B158-94F6C1B91E9F}"",Name=""PI ProcessBook 2015 R2 SP1"",Vendor=""OSIsoft, LLC"",Version=""3.6.1.184""","31","System.String[]","MENONW10W","root\cimv2","\\MENONW10W\root\cimv2:Win32_Product.IdentifyingNumber=""{D14D7A0E-6D25-4D83-B158-94F6C1B91E9F}"",Name=""PI ProcessBook 2015 R2 SP1"",Vendor=""OSIsoft, LLC"",Version=""3.6.1.184""","1","PI ProcessBook 2015 R2 SP1","PI ProcessBook 2015 R2 SP1",,"http://techsupport.osisoft.com","1-510-297-5828","{D14D7A0E-6D25-4D83-B158-94F6C1B91E9F}","20201125",,,"C:\Users\svcuac\AppData\Local\Temp\","5",,"1033","C:\windows\Installer\50cd5.msi","PI ProcessBook 2015 R2 SP1","C:\windows\Installer\50cd5.msi","{479C5E5A-8D88-4B50-B362-1259CCB2E99F}","ProcessBook.msi",,,,,"C:\windows\Installer\{D14D7A0E-6D25-4D83-B158-94F6C1B91E9F}\ProcessBook.mst","http://techsupport.osisoft.com",,"OSIsoft, LLC","3.6.1.184",,,"0"
"MENONW10W","2","Win32_Product","CIM_Product","CIM_ManagedElement","Win32_Product.IdentifyingNumber=""{3809DB0E-788A-4AD1-BA3F-F493C64B2F85}"",Name=""Servi?o de Linguagem T-SQL do Microsoft SQL Server 2014 "",Vendor=""Microsoft Corporation"",Version=""12.2.5000.0""","31","System.String[]","MENONW10W","root\cimv2","\\MENONW10W\root\cimv2:Win32_Product.IdentifyingNumber=""{3809DB0E-788A-4AD1-BA3F-F493C64B2F85}"",Name=""Servi?o de Linguagem T-SQL do Microsoft SQL Server 2014 "",Vendor=""Microsoft Corporation"",Version=""12.2.5000.0""","1","Servi?o de Linguagem T-SQL do Microsoft SQL Server 2014 ","Servi?o de Linguagem T-SQL do Microsoft SQL Server 2014 ",,"http://go.microsoft.com/fwlink/?LinkID=150605",,"{3809DB0E-788A-4AD1-BA3F-F493C64B2F85}","20210716",,,"\\baseep01\PUBLICO\menon\","5",,"1046","C:\windows\Installer\3113b804.msi","Servi?o de Linguagem T-SQL do Microsoft SQL Server 2014 ","C:\windows\Installer\3113b804.msi","{36061196-40D6-412E-9E0C-EA2574943A5B}","TSqlLanguageService(1).msi","none","Itaipu Binacional","Itaipu Binacional",,,,,"Microsoft Corporation","12.2.5000.0",,,"0"
"MENONW10W","2","Win32_Product","CIM_Product","CIM_ManagedElement","Win32_Product.IdentifyingNumber=""{443FF51E-16C3-F23B-18FC-0D1D66024B0B}"",Name=""WinRT Intellisense Mobile - en-us"",Vendor=""Microsoft Corporation"",Version=""10.1.19041.685""","31","System.String[]","MENONW10W","root\cimv2","\\MENONW10W\root\cimv2:Win32_Product.IdentifyingNumber=""{443FF51E-16C3-F23B-18FC-0D1D66024B0B}"",Name=""WinRT Intellisense Mobile - en-us"",Vendor=""Microsoft Corporation"",Version=""10.1.19041.685""","1","WinRT Intellisense Mobile - en-us","WinRT Intellisense Mobile - en-us",,,,"{443FF51E-16C3-F23B-18FC-0D1D66024B0B}","20210716",,,"C:\ProgramData\Package Cache\{443FF51E-16C3-F23B-18FC-0D1D66024B0B}v10.1.19041.685\Installers\","5",,"1033","C:\windows\Installer\1c01771.msi","WinRT Intellisense Mobile - en-us","C:\windows\Installer\1c01771.msi","{A5CE1517-8F92-4000-A6C3-DF0B887B12DE}","WinRT Intellisense Mobile - en-us-x86_en-us.msi",,,,,,,,"Microsoft Corporation","10.1.19041.685",,,"0"
"MENONW10W","2","Win32_Product","CIM_Product","CIM_ManagedElement","Win32_Product.IdentifyingNumber=""{52C6591E-1853-3624-957B-35577FA9D717}"",Name=""Visual C++ Compiler/Tools X64 ARM Cross Resource Package"",Vendor=""Microsoft Corporation"",Version=""14.0.24245""","31","System.String[]","MENONW10W","root\cimv2","\\MENONW10W\root\cimv2:Win32_Product.IdentifyingNumber=""{52C6591E-1853-3624-957B-35577FA9D717}"",Name=""Visual C++ Compiler/Tools X64 ARM Cross Resource Package"",Vendor=""Microsoft Corporation"",Version=""14.0.24245""","1","Visual C++ Compiler/Tools X64 ARM Cross Resource Package","Visual C++ Compiler/Tools X64 ARM Cross Resource Package",,,,"{52C6591E-1853-3624-957B-35577FA9D717}","20210729",,,"C:\ProgramData\Microsoft\VisualStudio\Packages\Microsoft.VisualC.140.Tools.HostX64.TargetARM.Msi.Resources,version=14.0.24245,chip=x64,language=pt-BR\","5",,"1046","C:\windows\Installer\433d8b14.msi","Visual C++ Compiler/Tools X64 ARM Cross Resource Package","C:\windows\Installer\433d8b14.msi","{0D24C51E-9DE4-446D-A5D2-65608D117A75}","VC_Tools.X64.ARM.Res.msi",,,,,,,,"Microsoft Corporation","14.0.24245",,,"0"
"MENONW10W","2","Win32_Product","CIM_Product","CIM_ManagedElement","Win32_Product.IdentifyingNumber=""{6A095B1E-4950-3F81-9E38-C0781147C932}"",Name=""Microsoft ASP.NET Core 5.0.17 Shared Framework (x86)"",Vendor=""Microsoft Corporation"",Version=""5.0.17.22215""","31","System.String[]","MENONW10W","root\cimv2","\\MENONW10W\root\cimv2:Win32_Product.IdentifyingNumber=""{6A095B1E-4950-3F81-9E38-C0781147C932}"",Name=""Microsoft ASP.NET Core 5.0.17 Shared Framework (x86)"",Vendor=""Microsoft Corporation"",Version=""5.0.17.22215""","1","Microsoft ASP.NET Core 5.0.17 Shared Framework (x86)","Microsoft ASP.NET Core 5.0.17 Shared Framework (x86)",,,,"{6A095B1E-4950-3F81-9E38-C0781147C932}","20220922",,,"C:\ProgramData\Microsoft\VisualStudio\Packages\Microsoft.AspNetCore.SharedFramework.5.0.5.0.17-servicing.22215.7.x86,version=16.11.32901.82\","5",,"1033","C:\WINDOWS\Installer\10017e6.msi","Microsoft ASP.NET Core 5.0.17 Shared Framework (x86)","C:\WINDOWS\Installer\10017e6.msi","{90949391-FEEF-469A-983E-B91F77B93697}","aspnetcore-runtime-5.0.17-servicing.22215.7-win-x86.msi",,,,,,,,"Microsoft Corporation","5.0.17.22215",,,"0"
"MENONW10W","2","Win32_Product","CIM_Product","CIM_ManagedElement","Win32_Product.IdentifyingNumber=""{7DFB3C1E-0E1D-40E9-B2B1-D05C0795950F}"",Name=""Microsoft .NET Host FX Resolver - 5.0.7 (x64)"",Vendor=""Microsoft Corporation"",Version=""40.28.30105""","31","System.String[]","MENONW10W","root\cimv2","\\MENONW10W\root\cimv2:Win32_Product.IdentifyingNumber=""{7DFB3C1E-0E1D-40E9-B2B1-D05C0795950F}"",Name=""Microsoft .NET Host FX Resolver - 5.0.7 (x64)"",Vendor=""Microsoft Corporation"",Version=""40.28.30105""","1","Microsoft .NET Host FX Resolver - 5.0.7 (x64)","Microsoft .NET Host FX Resolver - 5.0.7 (x64)",,,,"{7DFB3C1E-0E1D-40E9-B2B1-D05C0795950F}","20210716",,,"C:\ProgramData\Microsoft\VisualStudio\Packages\Microsoft.NetCore.HostFXR.5.0.7.x64,version=16.10.31401.124,chip=x64\","5",,"1033","C:\windows\Installer\1c012eb.msi","Microsoft .NET Host FX Resolver - 5.0.7 (x64)","C:\windows\Installer\1c012eb.msi","{FF22760F-722F-41E0-96B3-AA6ED63BBAFD}","dotnet-hostfxr-5.0.7-win-x64.msi",,,,,,,,"Microsoft Corporation","40.28.30105",,,"0"
"MENONW10W","2","Win32_Product","CIM_Product","CIM_ManagedElement","Win32_Product.IdentifyingNumber=""{ADD2F32E-92D0-3E8E-B481-5AA92584E1DA}"",Name=""Microsoft ASP.NET Core 5.0.7 Shared Framework (x86)"",Vendor=""Microsoft Corporation"",Version=""5.0.7.21263""","31","System.String[]","MENONW10W","root\cimv2","\\MENONW10W\root\cimv2:Win32_Product.IdentifyingNumber=""{ADD2F32E-92D0-3E8E-B481-5AA92584E1DA}"",Name=""Microsoft ASP.NET Core 5.0.7 Shared Framework (x86)"",Vendor=""Microsoft Corporation"",Version=""5.0.7.21263""","1","Microsoft ASP.NET Core 5.0.7 Shared Framework (x86)","Microsoft ASP.NET Core 5.0.7 Shared Framework (x86)",,,,"{ADD2F32E-92D0-3E8E-B481-5AA92584E1DA}","20210716",,,"C:\ProgramData\Microsoft\VisualStudio\Packages\Microsoft.AspNetCore.SharedFramework.5.0.5.0.7-servicing.21263.9.x86,version=16.10.31401.124\","5",,"1033","C:\windows\Installer\1c0127d.msi","Microsoft ASP.NET Core 5.0.7 Shared Framework (x86)","C:\windows\Installer\1c0127d.msi","{949F9390-A8E8-4622-B7F2-1A3DD515E44F}","aspnetcore-runtime-5.0.7-servicing.21263.9-win-x86.msi",,,,,,,,"Microsoft Corporation","5.0.7.21263",,,"0"
"MENONW10W","2","Win32_Product","CIM_Product","CIM_ManagedElement","Win32_Product.IdentifyingNumber=""{499DD72E-4176-377B-B358-28DCAB3832AE}"",Name=""Microsoft ASP.NET Web Tools Packages 16.0 - ENU"",Vendor=""Microsoft Corporation"",Version=""1.0.21125.0""","31","System.String[]","MENONW10W","root\cimv2","\\MENONW10W\root\cimv2:Win32_Product.IdentifyingNumber=""{499DD72E-4176-377B-B358-28DCAB3832AE}"",Name=""Microsoft ASP.NET Web Tools Packages 16.0 - ENU"",Vendor=""Microsoft Corporation"",Version=""1.0.21125.0""","1","Microsoft ASP.NET Web Tools Packages 16.0 - ENU","Microsoft ASP.NET Web Tools Packages 16.0 - ENU",,,,"{499DD72E-4176-377B-B358-28DCAB3832AE}","20201201",,,"C:\ProgramData\Microsoft\VisualStudio\Packages\Microsoft.VisualStudio.AspNetPackages.Msi,version=1.0.21125.0\","5",,"1033","C:\windows\Installer\324e8b.msi","Microsoft ASP.NET Web Tools Packages 16.0 - ENU","C:\windows\Installer\324e8b.msi","{023ECADD-9617-408E-9FF4-7CA2C0C98B68}","AspNetWebToolsPackagesVS16_ENU.msi",,,,,,,,"Microsoft Corporation","1.0.21125.0",,,"0"
"MENONW10W","2","Win32_Product","CIM_Product","CIM_ManagedElement","Win32_Product.IdentifyingNumber=""{B5C5882E-0060-34F4-B19F-4ACD1B037195}"",Name=""Visual C++ Library CRT X86 Store Package"",Vendor=""Microsoft Corporation"",Version=""14.0.24245""","31","System.String[]","MENONW10W","root\cimv2","\\MENONW10W\root\cimv2:Win32_Product.IdentifyingNumber=""{B5C5882E-0060-34F4-B19F-4ACD1B037195}"",Name=""Visual C++ Library CRT X86 Store Package"",Vendor=""Microsoft Corporation"",Version=""14.0.24245""","1","Visual C++ Library CRT X86 Store Package","Visual C++ Library CRT X86 Store Package",,,,"{B5C5882E-0060-34F4-B19F-4ACD1B037195}","20210729",,,"C:\ProgramData\Microsoft\VisualStudio\Packages\Microsoft.VisualC.140.CRT.x86.Store.Msi,version=14.0.24245\","5",,"1033","C:\windows\Installer\433d89a7.msi","Visual C++ Library CRT X86 Store Package","C:\windows\Installer\433d89a7.msi","{F69FD894-089E-4BBB-8616-9075BD12B08D}","VC_CRT.X86.Store.msi",,,,,,,,"Microsoft Corporation","14.0.24245",,,"0"
"MENONW10W","2","Win32_Product","CIM_Product","CIM_ManagedElement","Win32_Product.IdentifyingNumber=""{356F1B2E-6F59-3EDF-A1F6-7D80C710FE73}"",Name=""Visual C++ Compiler/Tools Premium X86 Native Resource Package"",Vendor=""Microsoft Corporation"",Version=""14.0.24245""","31","System.String[]","MENONW10W","root\cimv2","\\MENONW10W\root\cimv2:Win32_Product.IdentifyingNumber=""{356F1B2E-6F59-3EDF-A1F6-7D80C710FE73}"",Name=""Visual C++ Compiler/Tools Premium X86 Native Resource Package"",Vendor=""Microsoft Corporation"",Version=""14.0.24245""","1","Visual C++ Compiler/Tools Premium X86 Native Resource Package","Visual C++ Compiler/Tools Premium X86 Native Resource Package",,,,"{356F1B2E-6F59-3EDF-A1F6-7D80C710FE73}","20210729",,,"C:\ProgramData\Microsoft\VisualStudio\Packages\Microsoft.VisualC.140.Premium.Tools.HostX86.TargetX86.Msi.Resources,version=14.0.24245,language=pt-BR\","5",,"1046","C:\windows\Installer\433d8ad3.msi","Visual C++ Compiler/Tools Premium X86 Native Resource Package","C:\windows\Installer\433d8ad3.msi","{EE09C07B-71E0-4C3F-82A0-C3F0A23BA5F6}","VC_PremTools.X86.Nat.Res.msi",,,,,,,,"Microsoft Corporation","14.0.24245",,,"0"
